UVA, however, penetrates your skin more deeply than UVB, and may be a much more important factor in photoaging, wrinkles and skin cancers.	irrelevant
A study in Medical Hypotheses suggested that indoor workers may have increased rates of melanoma because they're exposed to sunlight through windows, and only UVA light, unlike UVB, can pass through window glass.	relevant
At the same time, these indoor workers are missing out on exposure to the beneficial UVB rays, and have lower levels of vitamin D.	irrelevant
Researchers wrote: "We agree that intense, intermittent outdoor UV overexposures and sunburns initiate cutaneous malignant melanoma; ". 	relevant
UVB appears to be protective against melanoma -- or rather, the vitamin D your body produces in response to UVB radiation is protective against skin cancer.	relevant
As written in The Lancet: "Paradoxically, outdoor workers have a decreased risk of melanoma compared with indoor workers, suggesting that chronic sunlight exposure can have a protective effect."	relevant
Skin cancer is the most prevalent form of all cancers in the US, and the number of cases continues to rise.	irrelevant
skin cancer is due to the uncontrolled growth of abnormal skin cells.	irrelevant
While healthy cells grow and divide in an orderly way, skin cancer cells grow and divide in a rapid, haphazard manner.	irrelevant
Ultraviolet (UV) radiation from the sun is the number one cause of skin cancer, but UV light from tanning beds is just as harmful.	relevant
Exposure to sunlight during the winter months puts you at the same risk for skin cancer as exposure during the summertime.	irrelevant
Cumulative sun exposure causes mainly basal cell and squamous cell skin cancer, while episodes of severe blistering sunburns, usually before age 18, can cause melanoma later in life.	relevant
Other less common causes for skin cancer are repeated X-ray exposure, scars from burns or disease, and occupational exposure to certain chemicals.	irrelevant
Although anyone can get skin cancer, the risk is greatest for people who have fair or freckled skin that burns easily, light eyes and blond or red hair.	irrelevant
Darker-skinned individuals are also susceptible to all types of skin cancer, although their risk is lower.	irrelevant
Aside from complexion, other risk factors for skin cancer include having a family history or personal history of skin cancer, having an outdoor job, and living in a sunny climate.	relevant
A history of severe sunburns and an abundance of large and irregularly shaped moles are risk factors unique to melanoma.	relevant
The most common warning sign of skin cancer is a change on the skin, typically a new mole or skin lesion or a change in an existing mole.	irrelevant
Nothing can completely undo sun damage, although the skin can sometimes repair itself.	irrelevant
There is convincing evidence that sunlight causes skin cancer.	relevant
Skin cancer can be treated and cured without serious consequences.	irrelevant
In some cases skin cancer can be life-threatening if not diagnosed in time.	irrelevant
Skin cancer is an occupational concern for people who work under the sun.	relevant
The risk of skin cancer however, may be reduced through awareness of the problem, and by taking measures to prevent exposure to sunlight.	relevant
Different types of radiation in sunlight include visible light, ultraviolet (UV) radiation.	irrelevant
Except in extreme situations, neither visible light nor infrared radiation from sunlight causes health problems.	relevant
However, ultraviolet (UV) radiation can cause harmful effects to the skin.	relevant
There are three basic types of ultraviolet radiation: UVA (long-wave UV) UVB (sunburn UV) UVC (short-wave UV).	irrelevant
Damage can result in sunburn increased rate of aging of the skin skin cancer.	relevant
Repeated exposure to the sun's ultraviolet radiation eventually causes skin damage similar to the aging process.	irrelevant
Patches of skin become thin and less elastic, and develop blemishes, sun freckles, and wrinkles.	irrelevant
The skin changes may take many years of sun exposure but when they occur, the damage is irreversible.	irrelevant
If exposure to sunlight continues for several years, the damaged skin has an increased chance of developing one of the forms of skin cancer.	relevant
Exposure to ultraviolet radiation increases the risk of developing these cancers (although it may not be the only cause of the disease).	relevant
While the exact relationship is not 100% defined, it appears that intermittent (occasional) sun exposure and exposure during childhood and adolescence are likely important predictors for basal cell carcinoma, and cutaneous malignant melanoma.	relevant
High levels of chronic sun exposure, such as working outdoors, is more often associated with squamous cell tumours.	relevant
Most skin cancer occurs in areas of skin most heavily exposed to sunlight (ears, forehead, arms, etc).	relevant
Skin cancer among people who are sensitive to sunlight is more common in regions with stronger sunlight.	relevant
People with genetic diseases that make them more sensitive to sunlight have a greater chance of developing skin cancer.	relevant
Studies show that ultraviolet radiation similar to sunlight causes skin cancer in animals.	relevant
Three different types of skin cancer are linked to sunlight exposure: basal cell cancer, squamous cell cancer, malignant melanoma.	relevant
Basal cell cancer is the most common of all cancers in North America and Europe.	irrelevant
Basal cell skin cancer  is usually found in areas of the skin exposed to sunlight, but sometimes occurs in other areas as well.	relevant
Squamous cell skin cancer occurs most frequently on the skin exposed to sunlight over long periods of time.	relevant
Squamous cell skin cancer tends to develop where maximum exposure to radiation occurs - forehead, cheeks, nose, lower lip, and tops of the ears.	relevant
Squamous cell skin cancer also usually develops in areas where the skin has been damaged by the sun - areas with blemishes or sun freckles.	relevant
Malignant melanoma, although rarer, is the most serious of the skin cancers.	irrelevant
Malignant melanoma often shows itself as a mole or pigment spot that begins to bleed, grow, or change its colour, shape or texture.	irrelevant
Skin cancer usually spreads if not treated in the early stage.	irrelevant
The exact nature of the relationship between malignant melanoma and sun light is not completely clear.	relevant
However, brief intense exposure (intermittent exposure) to strong sunlight appears to increase the risk of malignant melanoma in people who are not used to strong sunlight.	relevant
If caught early, malignant melanoma can be treated and cured.	irrelevant
If treatment is delayed, melanoma is often fatal.	irrelevant
Four main factors influence the risk of skin cancer: skin pigment and ability to tan,  heredity, exposure to chemicals and amount of exposure to sunlight. 	relevant
Experimental studies show that chemicals called "promoters" can increase the cancer-causing ability of ultraviolet radiation present in sunlight.	relevant
Ultraviolet radiation (UVR) can increase the cancer-causing ability of chemicals from coal tar and pitch.	relevant
The damaging effects of ultraviolet radiation accumulate over the years.	irrelevant
In general, the risk of developing skin cancer increases with the amount of time spent under the sun and the intensity of radiation.	relevant
Recent studies have focused on the effects of intermittent (short-term, occasional) sun exposure in comparison to chronic (long-term) exposure.	relevant
It appears that the type of sun exposure may influence the type of cancer that develops.	relevant
Intermittent solar exposure may be an important factor leading to the onset of basal cell carcinoma of the skin.	relevant
Childhood sun exposure may also play an important part in the development of these cancers later in adult life.	relevant
For squamous cell tumours, high levels of chronic occupational sunlight exposure, especially in the 10 years prior to diagnosis, results in an elevated risk for this cancer in the highest exposure group.	relevant
Skin cancer is the result of decades of exposure to the sun.	relevant
It is important to be aware of the cancer risks and take precautions while under the sun from as early in life as possible.	relevant
Approaches to prevent skin cancer include: reducing exposure to sunlight, wearing protective clothing,  and using sunscreens on exposed skin. 	relevant
The skin uses sunlight to help manufacture vitamin D, which is important for normal bone formation.	irrelevant
But sometimes sun's ultraviolet light can be very detrimental.	irrelevant
Suntanning occurs because exposure to sunlight causes the skin to produce more melanin and to darken.	irrelevant
Too much exposure to ultraviolet or UV rays can cause sunburn.	irrelevant
UV rays penetrate the outer skin layers and pass into the deeper layers, where they can damage or kill skin cells.	irrelevant
People who do not have much melanin and sun burn easily should protect themselves by covering up sensitive areas, wearing sun block, limiting their total exposure time, and limiting their sun exposure between the hours of 10 a.m. and 2 p.m.	irrelevant
Frequent and prolonged exposure to ultraviolet rays over many years is the chief cause of skin cancer.	relevant
Early detection and treatment are key in increasing the cure rate for skin cancer.	irrelevant
Sam Shuster, a consultant dermatologist at Norfolk and Norwich University Hospital, says that sun exposure is the major cause of the common forms of skin cancer, which are all virtually benign, but not the rarer, truly malignant melanoma.	relevant
Shuster says that the common skin cancers develop in pale, sun exposed skin and are less frequent in people who avoid the sun and use protection.	relevant
In contrast, melanoma is related to ethnicity rather than pigmentation and in 75% of cases occurs on relatively unexposed sites, especially on the feet of Africans.	irrelevant
Melanoma occurrence decreases with greater sun exposure and can be increased by sunscreens, while sun bed exposure has a small inconsistent effect.	relevant
Any causative effect of ultraviolet light on melanoma can only be minimal.	relevant
There is good evidence that the reported increase in melanoma incidence is an artefact caused by the incorrect classification of benign tumors as malignant melanomas.	relevant
Ultraviolet light causes the common, mainly benign skin cancers and, like smoking, wrinkles the skin.	relevant
But Professor Scott Menzies, from the University of Sydney at the Sydney Melanoma Diagnostic Centre, argues that melanoma is far more common on body sites receiving more sun exposure and in people of races who tend to burn rather than tan.	relevant
According to Menzies, there is considerable evidence that intermittent sun exposure and sunburn are strong independent indicators of the risk of developing melanoma in white populations.	relevant
Prof. Menzies argues that there is a clear association between increasing cases of melanoma and increasing environmental ultraviolet light.	relevant
Genetic evidence is also supportive with the major genes causing melanoma showing ultraviolet light "signature" mutations, while people deficient in repairing ultraviolet light genetic damage have a 1000 times greater risk of developing the disease.	relevant
Data from Australia shows that cases of melanoma among young adults fell between 1983 and 1996 and this coincided with strong public health messages to use sun protection.	relevant
When you examine the geographical, sun exposure and genetic evidence together, sun exposure is clearly a major cause of melanoma.	relevant
Melanoma has always been considered linked to sun exposure, and sunscreen is thought to protect against it.	relevant
Medical experts agree that sun can cause wrinkling, mottled pigmentation and generally age the skin, but now some researchers wonder if UV rays have anything to do with melanoma.	relevant
Researchers suggest there may not be a link, even though the rates of melanoma have gone up by 3.1 percent a year since 1992, coinciding with a thinning ozone layer.	relevant
Indeed, this year, according to the National Cancer Institute, there will be 68,720 new cases of melanoma and 8,650 people will die from the disease.	irrelevant
The risk of melanoma is more than 10 times higher for whites than for African Americans, particularly for fair-skinned Caucasians with red or blond hair who burn easily.	relevant
Nevertheless, detractors say sunscreen won't do a thing to protect them.	relevant
All the scriptures about sun exposure and melanoma are premature.	relevant
The UV explanation for melanoma is not adequate.	relevant
Melanoma cases occur on relatively unexposed sites of the body, especially the feet of dark-skinned Africans.	relevant
There is no evidence that melanomas occur at sunburn sites on the body.	relevant
Meanwhile, it's difficult to create melanomas in laboratory experiments with ultraviolet light, suggesting that UV has little impact.	relevant
Shuster acknowledges that the sun is responsible for some skin cancers, like basal and squamous cell, but, these are virtually benign and mostly trivial.	relevant
There is no proof that ultraviolet light exposure is a significant cause of the rarer, truly malignant melanoma.	relevant
If sun were important, we'd expect sunscreen to decrease the incidence of melanoma over the years as more and more people are using sunscreen.	relevant
Melanoma has actually increased over the years even after more and more people have started using suncreen.	relevant
The sun may actually decrease the risk of melanoma.	relevant
It's true that in dark-skinned people, like the Asian and black populations, melanoma shows up in areas of the body that are not exposed to the sun and this certainly could suggest that melanoma is not related to UV light.	relevant
In white-skinned races, we also see that 1% of melanomas are found in areas not-exposed to the sun.	relevant
What we do know is that melanoma is highly dependent on how much sun you get and your tendency to get sunburned.	relevant
In the end, 95% of melanoma cases are due to sun exposure.	relevant
We also know that the relative density or severity of the melanoma is greater on body sites that get more sun, like the trunk in men and lower extremities in women.	relevant
Actually, the best predictor for melanoma is not total sun exposure, but hard and intermittent exposure that does the damage.	relevant
Your cells don't develop adequate protections when your sun exposure is erratic.	irrelevant
As for sunscreens, it is correct to say that there is no evidence that sunscreens protect against melanoma. 	relevant
The southern hemisphere is currently experiencing record temperatures raising the mercury to levels many regions have never experienced.	irrelevant
Some climatologists have stated that the trend will continue in the northern hemisphere come July.	irrelevant
With these hot temperature come extreme warnings from public health officials to slather on the sunscreen to prevent skin cancer and specifically protect us from melanoma.	relevant
Melanoma definitely can be deadly.	irrelevant
There are more than 70,000 cases in the US alone every year of melanoma and almost 10,000 people will die of the disease yearly.	irrelevant
Melanoma accounts for less than two percent of skin cancer cases, but the vast majority of skin cancer deaths.	irrelevant
Of the seven most common cancers in the US, melanoma is the only one whose incidence is increasing.	irrelevant
Between 2000 and 2009, melanoma incidence climbed 1.9 percent annually.	irrelevant
It’s also the most common form of cancer for young adults 25-29 years old and the second most common form of cancer for young people 15-29 years old.	irrelevant
Now what’s fascinating is the claim by public health watchdogs that almost 90 percent of melanomas are attributed to exposure to ultraviolet (UV) radiation from the sun.	relevant
Researchers claim that regular daily use of an SPF 15 or higher sunscreen reduces the risk of developing melanoma by 50 percent.	relevant
What’s interesting is how many people never stop to think about how humans survived on this planet for thousands of years working outside for hours on end before the industrial era.	relevant
Sunlight DOES NOT Cause Skin Cancer, It’s Your Best Defense Against Cancer.	relevant
Exposure to ultraviolet B radiation in sunlight provides the mechanism for more than 90% of the vitamin D production in most individuals.	irrelevant
The widespread use of sunscreens, particularly those with high sun protection factors (SPF), may lead to a significant decrease in solar-induced previtamin D3 in the skin, resulting in a vitamin D level which is insufficient for protection against a wide range of diseases.	irrelevant
There are well over 800 references in the medical literature showing vitamin D’s effectiveness–both for the prevention and treatment of cancer.	irrelevant
The results, published in the American Journal of Epidemiology, showed that women who had at least 21 hours a week exposure to the sun’s UV rays in their teens were 29 percent less likely to get cancer than those getting under an hour a day.	relevant
For women who spent the most time out side in their forties and fifties, the risk fell by 26 percent and for those above 60, sunshine halved their chances of a tumour.	relevant
Exposure to sunlight and ultraviolet light has been repeatedly shown to NOT be the cause of skin cancer.	relevant
Scientists from The University of Texas MD Anderson Cancer Center reported UVA exposure is unlikely to have contributed to the rise in the incidence of melanoma over the past 30 years.	relevant
For melanoma, it is only latitudinal variation that favours the hypothesis of sun exposure causation.	relevant
It is postulated that skin temperature by itself may suffice to account for the observed variation of melanoma with latitude.	relevant
The higher incidence of melanoma in the higher social classes and its increasing incidence with age may be readily explained by the hypothesis that melanoma incidence increases with increase in skin temperature which scientists have incorrectly linked to the sun as the primary causative factor.	relevant
No scientific literature has ever proven that sunlight causes cancer in human beings.	relevant
Most studies that have attempted to find a cause have only found correlations and many scientists have established the the toxicity level of the human body which reacts with the UV spectrum is what causes cancer, not the sunlight itself.	relevant
Both UVA and UVB can cause tanning and burning, although UVB does so far more rapidly.	irrelevant
UVA, however, penetrates your skin more deeply than UVB.	irrelevant
UVB appears to be protective against melanoma — or rather, the vitamin D your body produces in response to UVB radiation is protective.	relevant
As written in The Lancet: “Paradoxically, outdoor workers have a decreased risk of melanoma compared with indoor workers, suggesting that chronic sunlight exposure can have a protective effect.” So if UVA and UVB do not cause melanoma, why use sunscreen?	relevant
If the sun was REALLY causing skin cancer, and if sunscreen prevented it, we’d be cancer-free by now.	relevant
We’re already spending less time outside than ever, and wasting billions of dollars a year on needless, dangerous creams and lotions.	irrelevant
Australia has one of the highest rates of skin cancer in the world.Everyone, regardless of their skin type, is at risk of sun damage and skin cancer.	irrelevant
All Australians should become familiar with their skin.	irrelevant
If you notice anything unusual, including any change in shape, colour or size of a spot, or the development of a new spot, visit your doctor immediately.	irrelevant
Overexposure to the sun can cause skin damage which may lead to skin cancer.	relevant
It’s important to balance protecting yourself from skin cancer with getting some sun for vitamin D. Anyone can develop skin cancer.	relevant
The major cause is over exposure to ultraviolet (UV) radiation from the sun or artificial sources such as solariums.	relevant
There are other factors that can increase or decrease your risk of developing skin cancer, including skin type, having many moles and freckles – particularly multiple dysplastic naevi (atypically shaped moles), and having a personal or family history of skin cancer.	irrelevant
Australia has one of the highest rates of skin cancer in the world, with two in three Australians developing some form of skin cancer before they reach the age of 70.	irrelevant
Each year, over 2,000 Australians die from skin cancer, yet skin cancer is one of the most preventable cancers.	irrelevant
Every additional decade of high sun exposure or solarium use further increases the risk of melanoma (the most dangerous form of skin cancer).	relevant
Ultraviolet (UV) radiation from the sun is important for vitamin D levels in the body, but too much UV can cause sunburn, premature ageing, skin and eye damage and ultimately skin cancer.	relevant
A balanced approach to sun exposure is important to minimise skin cancer risk and help with vitamin D.	relevant
 Protecting skin from over exposure can help reduce the risk of skin cancer.	relevant
Melanoma is more common in older adults than younger people, with the average age of diagnosis at 61 years.	irrelevant
Although early onset melanoma is comparatively rare, melanoma is one of the most common cancers and the leading cause of cancer death for young Australians.	irrelevant
The vast majority (83%) of non-melanoma skin cancer treatments were administered to Australians aged 55 years and above.	irrelevant
Older adults have had more cumulative sun exposure than younger people, with every additional decade of high sun exposure shown to further increase the risk of melanoma.	relevant
However, by limiting recreational sun exposure, a person can likely decrease their risk of melanoma whatever their age.	relevant
Solariums tan the skin by radiating it with both UVA and UVB radiation, which are known to be dangerous to the skin.	irrelevant
UV radiation from a solarium is more intense than natural sunlight, up to three times as strong as the midday summer sun.	irrelevant
Research shows that people who use a solarium before the age of 35 have a 59 per cent greater risk of melanoma than those who don’t use a solarium.	relevant
In 2009, the International Agency for Research on Cancer (IARC) listed ultraviolet-emitting tanning beds in its highest cancer risk category and labelled them as ‘carcinogenic to humans’.	irrelevant
In Australia, many states and territories are banning commercial tanning units.	irrelevant
There is not much you can do about your hereditary risk factors, but you can take steps to reduce your risk of skin cancer from over-exposure to UV radiation and recreational sun exposure.	relevant
Everyone loves the summer time and with summer comes more sun exposure.	irrelevant
Whether we have fair skin or dark skin, thinking about how much sun exposure we get is a good idea because we don’t want to burn or get heat stroke.	irrelevant
But another side effect that often is brought up with sun exposure is skin cancer.	relevant
Does the sun cause skin cancer?	relevant
The purpose of this article is to go through various facts surrounding skin cancer to see if there is truly a link between the two.	relevant
The sun is the giver of life on this planet, there is no doubting that.	irrelevant
But is it dangerous to our health?	irrelevant
What may be surprising right off the top is that up until the time of writing this the sun has never ever been linked to solely causing skin cancer.	relevant
All medical and governmental reports regarding patients with skin cancer have never been linked to the sun being the main cause.	relevant
There have been suggestions that it may have played a role, but results are flimsy due to the lack of evidence.	relevant
This myth was created and brought forward by the sunscreen industry, dermatologists and the cancer industry.	relevant
Like with many other mainstream medical conditions, unfortunately people who do get skin cancers are often just thrown into the category of having got it from sun exposure without ever really being looked at as to why they got it.	relevant
This has been an issue the medical field has not looked at greatly when it comes to various diseases because it often requires much time and testing with specific patients to really determine the causes.	irrelevant
We hear it everywhere that if you go out in the sun without sunscreen you have a higher risk of getting skin cancer because of harmful UV rays.	relevant
To more accurately put it, you do not get skin cancer from the sun.	relevant
The National Academy of Sciences published a review stating that the Omega 6:3 ratio is the key to preventing skin cancers.	irrelevant
Most skin cancers are caused by exposure to the sun.	relevant
This may be long-term exposure or short periods of overexposure.	relevant
There are two main types of skin cancer: basal cell carcinoma (BCC) and squamous cell carcinoma (SCC).	irrelevant
This is because ultraviolet (UV) light from the sun damages the DNA (genetic material) in our skin cells.	relevant
People with a history of sunburn or overexposure to the sun in childhood have a greater risk of developing basal cell carcinoma.	relevant
Sun exposure over your lifetime is more significant in developing squamous cell carcinoma (SCC).	relevant
People who work outdoors have a greater risk of skin cancer as they are exposed to the sun for long periods of time.	relevant
Fair-skinned people have a greater risk of skin cancer than black- or brown-skinned people.	irrelevant
Regularly using sunbeds and sunlamps can also increase the risk of developing some skin cancers.	relevant
People who take drugs that lower their immunity (immunosuppressants) – for example, after a kidney transplant – are at an increased risk of skin cancer.	irrelevant
Squamous cell cancers are the most common, but basal cell cancers and melanomas are also more common in these people than in the general population.	irrelevant
However, the reason for taking the immunosuppressants outweighs the potential risk of developing skin cancer.	irrelevant
If you’ve had a transplant, it’s important that you see your doctor regularly to check for early signs of skin cancer.	irrelevant
Another rare possible cause for non-melanoma skin cancer is overexposure to certain chemicals at work.	irrelevant
People with certain rare hereditary conditions, such as Gorlin syndrome or xeroderma pigmentosum (XP), have a higher risk of developing skin cancer.	irrelevant
Long-term sunlight exposure is known to be associated with the development of skin cancer, skin aging, immune suppression, and eye diseases such as cataracts and macular degeneration.	relevant
Short-term over-exposure to sun is the cause of sunburn, snow blindness, and solar retinopathy.	relevant
UV rays, and therefore sunlight and sunlamps, are the only listed carcinogens that are known to have health benefits, and a number of public health organizations state that there needs to be a balance between the risks of having too much sunlight or too little.	relevant
There is a general consensus that sunburn should always be avoided.	relevant
We all need some sun exposure — it's the top source of vitamin D, which helps our bodies absorb calcium for stronger, healthier bones.	irrelevant
Repeated unprotected exposure to the sun's ultraviolet (UV) rays can cause skin damage, eye damage, immune system suppression, and skin cancer.	relevant
Even people in their twenties can develop skin cancer.	irrelevant
Most kids get much of their lifetime sun exposure before age 18, so it's important for parents to teach them how to enjoy fun in the sun safely.	irrelevant
Taking the right precautions can greatly reduce your child's chance of developing skin cancer.	irrelevant
The sun radiates light to the earth, and part of that light consists of invisible UV rays.	irrelevant
When these rays reach the skin, they cause tanning, burning, and other skin damage.	irrelevant
Sunlight contains three types of ultraviolet rays: UVA, UVB, and UVC: UVA rays cause skin aging and wrinkling and contribute to skin cancer, such as melanoma.	relevant
Because UVA rays pass effortlessly through the ozone layer (the protective layer of atmosphere, or shield, surrounding the earth), they make up the majority of our sun exposure.	irrelevant
Beware of tanning beds because they use UVA rays as well as UVB rays.	irrelevant
A UVA tan does not help protect the skin from further sun damage; it just produces color and a false sense of safety.	irrelevant
UVB rays are also dangerous, causing sunburns, cataracts (clouding of the eye lens), and effects on the immune system.	irrelevant
They also contribute to skin cancer.	relevant
Melanoma, the most dangerous form of skin cancer, is thought to be associated with severe UVB sunburns that occur before the age of 20.	relevant
Most UVB rays are absorbed by the ozone layer, but enough of these rays pass through to cause serious damage.	irrelevant
UVC rays are the most dangerous, but fortunately, these rays are blocked by the ozone layer and don't reach the earth.	irrelevant
What's important is to protect your family from exposure to UVA and UVB, the rays that cause skin damage.	irrelevant
Melanin is the first defense against the sun because it absorbs dangerous UV rays before they do serious skin damage.	irrelevant
Melanin is found in different concentrations and colors, resulting in different skin colors.	irrelevant
The lighter someone's natural skin color, the less melanin it has to absorb UV rays and protect itself.	irrelevant
The darker a person's natural skin color, the more melanin it has to protect itself.	irrelevant
(But both dark- and light-skinned kids need protection from UV rays because any tanning or burning causes skin damage.)	irrelevant
Also, anyone with a fair complexion — lighter skin and eye color — is more likely to have freckles because there's less melanin in the skin.	irrelevant
Although freckles are harmless, being outside in the sun may help cause them or make them darker.	irrelevant
As the melanin increases in response to sun exposure, the skin tans.	irrelevant
The risk of skin cancer increases with the amount and intensity of sun exposure.	relevant
Those who are regularly exposed to the sun (such as farmers, boaters, and sunbathers) are at much greater risk of skin cancer.	relevant
A sunburn develops when the amount of UV exposure is greater than what can be protected against by the skin's melanin.	irrelevant
Although sun exposure is usually blamed for skin cancer, recent studies reveal provocative findings.	relevant
Melanoma was occurring in areas where sunscreen is used the most and melanoma rates are highest among those that avoid the sun and work in indoor urban environments.	relevant
A study in BMJ examined the relationship between indoor fluorescent lights and the ever rising rate of melanoma.	relevant
Taking into account such factors as hair color, skin type and the history of sun exposure, it was found that working under fluorescent lights had doubled the risk of melanoma in the subjects of the test group.	relevant
Evidence that the sun was the causative factor in the development of melanoma was weak and inconclusive.	relevant
Tanned skin from regular exposure to the sun and people who received more sunlight were less vulnerable to the deleterious effects of fluorescent lights.	relevant
Russian researchers found women working under fluorescent lights to be at a greater risk of melanoma.	relevant
In 1990, a U.S. Navy study found the highest rates of melanoma in those that worked indoors.	relevant
In 2001, the National Academy of Sciences published a comprehensive review showing that the omega 6:3 ratio was the key to preventing skin cancer development.	irrelevant
Omega-3 and omega-6 fats are both essential for human health, however the typical American consumes far too many omega-6 fats in their diet while consuming very low levels of omega-3.	irrelevant
While the ideal ratio of omega-6 to omega-3 fats is 1:1, our ratio of omega-6 to omega-3 averages from 20:1 to 50:1!	irrelevant
The primary sources of omega-6 are corn, soy, safflower and sunflower oil; these oils are overabundant in the typical diet, which explains our excess omega-6 levels.	irrelevant
Studies fail to prove sunscreens prevent basal cell cancers and melanoma, yet most public health officials still insist that sunscreen use or or abstinence from the sun is our best protection.	relevant
Oddly enough, since the introduction of chemical sunscreen, skin cancer rates began to climb and not fall.	relevant
For example, melanoma rates doubled from 6 to 13 per 100,000 people since 1973, after people started using chemical suncreen materials.	relevant
Today, skin cancer diagnoses surpass all other cancer, with over 1.3 million new cases each year, with new melanoma diagnoses to be close to 48,000 in 2002, according to the American Cancer Society.	irrelevant
Research shows sunscreen does not protect against melanoma, the most dangerous form of skin cancer.	relevant
Lotions decrease the risk of sunburn, they do not block UVA rays, which cause melanoma.	relevant
Even sunscreens with the highest protection factor of 35, applied in the correct amounts, were not effective at filtering out the harmful rays.	irrelevant
Researchers say that people should limit their sunbathing time and use clothing to block UVA rays when sun is at its strongest.	irrelevant
Damage to skin cells continues for hours after spending time in the sun, according to research that uncovers a new link between sun exposure and cancer.	relevant
The discovery that some of the most serious damage to skin cells may be occurring in the dark raises the prospect of new “evening after” lotions that would help limit the effect and reduce the risk of skin cancer.	relevant
Vitamin E was identified by scientists as a promising candidate for helping to “quench” the after-effects of a hot day at the beach.	irrelevant
Unexpectedly, the source of the “dark damage” was found to be melanin, the pigment in skin cells that normally acts as a shield against ultra-violet (UV) radiation.	irrelevant
Áine McCarthy, of Cancer Research UK said, “The discovery that UV radiation can continue to harm our DNA hours after exposure raises the possibility of developing future products that might reduce this ‘dark damage’.	relevant
For now, the best way to cut your risk of skin cancer is to enjoy the sun safely and avoid sunbeds.	relevant
Melanoma is associated with brief intense sun exposures, the kind that cause blistering sunburn, whereas other skin cancers are normally linked to long-term moderate exposure.	relevant
Very simply, sunburn and UV light can damage your skin, and this damage can lead to skin cancer.	relevant
There are of course other determining factors, including your heredity and the environment you live in.	irrelevant
However, both the total amount of sun received over the years, and overexposure resulting in sunburn can cause skin cancer.	relevant
Most people receive 80% of their lifetime exposure to the sun by 18 years of age.	irrelevant
The message to parents from this is to protect your children.	irrelevant
Tanning is your skin's response to UV light.	irrelevant
It is a protective reaction to prevent further injury to your skin from the sun.	irrelevant
However, tanning does not prevent skin cancer.	irrelevant
Remember, skin cancer is very slow to develop.	irrelevant
The sunburn you receive this week may take 20 years or more to become skin cancer.	relevant
If there is a history of skin cancer in your family, you are probably at a higher risk.	irrelevant
People with fair skin, with a northern European heritage appear to be most susceptible.	irrelevant
There are several types of cancer that start in the skin.	irrelevant
The most common skin cancers are basal cell cancer and squamous cell cancer.	irrelevant
Skin cancer is more common in people with light colored skin who have spent a lot of time in the sunlight.	relevant
Skin cancer can occur anywhere on your body, but it is most common in places that have been exposed to more sunlight, such as your face, neck, hands, and arms.	relevant
Skin cancer can look many different ways.	irrelevant
The most common sign of skin cancer is a change on the skin, such as a growth or a sore that won't heal.	irrelevant
Skin cancer may also appear as a flat red spot that is rough or scaly.	irrelevant
Not ail changes in your skin are cancer, but you should see your doctor if you notice changes in your skin.	irrelevant
Melanoma is a disease of the skin in which cancer (malignant) cells are found in the cells that color the skin (melanocytes).	irrelevant
Melanoma usually occurs in adults, but it may occasionally be found in children and adolescents.	irrelevant
Melanoma is a more serious type of cancer than the more common skin cancers, basal cell cancer or squamous cell cancer, which begin in the basal or squamous cells of the epidermis.	irrelevant
It is estimated that 1 out of 7 people in the United States will develop some form of skin cancer during their lifetime.	irrelevant
