"Both BCC and SCC are  non-melanoma skin cancers (commonly referred to as NMSC), and they occur most   frequently.",irrelevant,neutral
"NMSC most often appear in areas highly exposed to UV radiation, such as the face, neck, head, arms, and hands.",relevant,neutral
"While  melanoma only accounts for approximately three percent of skin cancer diagnoses, it is by far the most dangerous.",irrelevant,neutral
"Melanoma mostly occurs in people of European descent,  particularly in the United States.",irrelevant,neutral
Melanoma rates are highest in fair-skinned  people who are exposed to a great amount of ambient sunlight and are typically sensitive to the sun.,relevant,support
"American Cancer Society and National Cancer Institute are interested not only in promoting healthy habits among individuals, but most importantly in preventing cancer (and most specifically, skin cancer).",irrelevant,neutral
"Therefore, these sites are much more inclined to argue the  idea that sunlight is, indeed, a main cause of skin cancer.",relevant,support
"Rather than proving, however, that sun exposure causes skin cancer, such web pages focus mostly on prevention, which emphasizes avoiding prolonged periods in sunlight.",relevant,support
"Armstrong, Kricker and Fleming (1997) review the evidence of the relationship between sunlight and cancer, specifically evidence that shows sunlight has a strong connection to the cause of skin cancer.",relevant,support
The study found that there was a significant  Relationship between occupational UV exposure and individuals with more than  one NMSC .,irrelevant,neutral
"Furthermore, subjects who were blue-eyes and had frequent exposure to UV  radiation tended to have more than one NMSC, and most subjects did not apply  sunscreen or wear protective clothing.",irrelevant,oppose
"Therefore, this study revealed a link between extended sun exposure and the appearance of skin cancer later in life.",relevant,support
"It is safe to assume that in the scientific world, the causal connection between prolonged periods of sunlight on the skin and the development of skin cancer later in life is well established.",relevant,support
